Video ID number,Main entry gloss label,Dominant start handshape,Non-dominant start handshape,Dominant end handshape,Non-dominant end handshape,full video file
829,ADULT-TALL,bent-B-L,,bent-B-L,,ASL_2011_07_19_Brady_scene109-camera1.mov
830,ADULT-TALL,bent-B-L,bent-B-L,bent-B-L,bent-B-L,ASL_2010_08_10_Liz_additional_lexicon_signs_scene1-camera1.mov
831,ADULT-TALL,bent-B-L,,bent-B-L,,ASL_2008_02_01_scene4-camera1.mov
832,ADULT-TALL,bent-B-L,,bent-B-L,,ASL_2008_05_29a_scene36-camera1.mov
833,ADULT-TALL,bent-B-L,,bent-B-L,,ASL_2008_08_13_scene4-camera1.mov
834,ADULT-TALL,bent-B-L,,bent-B-L,,ASL_2011_06_14_Brady_scene25-camera1.mov
835,ADULTERY,B-L,B-L,bent-B-L,B-L,ASL_2010_08_10_Liz_additional_lexicon_signs_scene5-camera1.mov
836,ADVENTUROUS/SNEAKY,1,flat-B,1,flat-B,ASL_2008_02_29_scene35-camera1.mov
837,ADVENTUROUS/SNEAKY,1,flat-B,1,flat-B,ASL_2010_08_10_Liz_additional_lexicon_signs_scene23-camera1.mov
838,ADVENTUROUS/SNEAKY,1,B-L,1,B-L,ASL_2011_07_19_Brady_scene88-camera1.mov
839,ADVENTUROUS/SNEAKY,1,B-L,1,B-L,ASL_2011_07_22_Brady_scene53-camera1.mov
840,ADVERTISE,S,S,S,S,ASL_2011_07_22_Brady_scene37-camera1.mov
841,ADVERTISE,S,S,S,S,ASL_2008_01_11_scene7-camera1.mov
842,ADVERTISE,S,S,S,S,ASL_2008_05_12a_scene7-camera1.mov
843,ADVERTISE,S,S,S,S,ASL_2008_05_12a_scene7-camera1.mov
844,ADVERTISE,S,S,crvd-5,S,ASL_2008_08_04_scene6-camera1.mov
845,ADVISE/INFLUENCE,flat-O,flat-B,5,flat-B,ASL_2008_01_11_scene7-camera1.mov
847,ADVISE/INFLUENCE,flat-O,B,5,B,ASL_2008_05_12a_scene7-camera1.mov
849,ADVISE/INFLUENCE,flat-O,B,5,B,ASL_2008_08_04_scene6-camera1.mov
207647,ADVISE/INFLUENCE,flat-O,psv,crvd-sprd-B,psv,ASL_2011_06_08_Brady_scene9-camera1.mov
207648,ADVISE/INFLUENCE,flat-O,psv,crvd-sprd-B,psv,ASL_2006_10_10_scene2-camera1.mov
850,ADVISE/INFLUENCE,flat-O,B,5,B,ASL_2008_01_11_scene7-camera1.mov
851,ADVISE/INFLUENCE,O,psv,crvd-5,psv,ASL_2008_08_04_scene6-camera1.mov
852,ADVISE/INFLUENCE,flat-O,psv,5,psv,ASL_2007_05_24_scene5-camera1.mov
853,ADVISE/INFLUENCE,flat-O,B,5,B,ASL_2008_05_12a_scene7-camera1.mov
854,ADVISE/INFLUENCE,flat-O,S,5,S,ASL_2008_02_01_scene31-camera1.mov
855,ADVISE/INFLUENCE,flat-O,S,5,S,ASL_2008_08_13_scene26-camera1.mov
856,ADVISE/INFLUENCE,flat-O,S,5,S,ASL_2011_06_14_Brady_scene40-camera1.mov
39167,ADVISE/INFLUENCE+AGENT,flat-O,B,B-L,B-L,ASL_2008_05_12a_scene7-camera1.mov
39168,ADVISE/INFLUENCE+AGENT,flat-O,B-L,B-L,B-L,ASL_2008_01_11_scene8-camera1.mov
39169,ADVISE/INFLUENCE+AGENT,flat-O,psv,B-L,B-L,ASL_2008_08_04_scene6-camera1.mov
857,AFRAID,S,S,5,5,ASL_2008_01_18_scene39-camera1.mov
858,AFRAID,S,S,5,5,ASL_2008_02_29_scene23-camera1.mov
859,AFRAID,S,S,5,5,ASL_2008_05_29a_scene19-camera1.mov
860,AFRAID,A,A,5,5,ASL_2008_08_04_scene6-camera1.mov
861,AFRAID,A,A,5,5,ASL_2008_08_06_scene39-camera1.mov
862,AFRAID,S,S,5,5,ASL_2011_06_14_Brady_scene17-camera1.mov
863,AFRAID,S,S,5,5,ASL_2011_07_19_Brady_scene73-camera1.mov
864,AFRAID,S,S,5,5,ASL_2006_10_10_scene24-camera1.mov
865,AFRAID,S,S,5,5,ASL_2007_05_24_scene26-camera1.mov
7459,AFRAID,5,5,5,5,ASL_2008_01_11_scene8-camera1.mov
7460,AFRAID,5,5,5,5,ASL_2011_06_08_Brady_scene9-camera1.mov
7461,AFRAID,5,5,5,5,ASL_2008_05_12a_scene7-camera1.mov
866,AFTERNOON,B-L,B-L,B-L,B-L,ASL_2008_08_04_scene7-camera1.mov
867,AFTERNOON,B,B,B,B,ASL_2006_10_10_scene2-camera1.mov
868,AFTERNOON,flat-B,B,flat-B,B,ASL_2008_05_12a_scene8-camera1.mov
869,AFTERNOON,B-L,B-L,B-L,B-L,ASL_2008_05_29a_scene13-camera1.mov
870,AFTERNOON,B-L,B-L,B-L,B-L,ASL_2008_05_29a_scene8-camera1.mov
871,AFTERNOON,B,B,B,B,ASL_2011_06_08_Brady_scene9-camera1.mov
872,AFTERNOON,B,B,B,B,ASL_2007_05_24_scene5-camera1.mov
873,AGAIN,bent-B-L,B-L,bent-B-L,B-L,ASL_2008_01_11_scene9-camera1.mov
875,AGAIN,bent-B-L,B-L,bent-B-L,B-L,ASL_2008_05_12a_scene8-camera1.mov
877,AGAIN,bent-B-L,B-L,bent-B-L,B-L,ASL_2008_08_04_scene7-camera1.mov
879,AGAIN,bent-B-L,B-L,bent-B-L,B-L,ASL_2011_06_08_Brady_scene9-camera1.mov
207649,AGAIN,bent-B-L,B-L,bent-B-L,B-L,ASL_2011_07_19_Brady_scene116-camera1.mov
207650,AGAIN,bent-B-L,B-L,bent-B-L,B-L,ASL_2006_10_10_scene2-camera1.mov
207651,AGAIN,bent-B-L,B-L,bent-B-L,B-L,ASL_2007_05_24_scene5-camera1.mov
880,AGAIN,bent-B-L,B-L,bent-B-L,B-L,ASL_2008_05_12a_scene8-camera1.mov
881,AGAIN,bent-B-L,B-L,bent-B-L,B-L,ASL_2008_01_11_scene9-camera1.mov
882,AGAIN,bent-B-L,B-L,bent-B-L,B-L,ASL_2008_08_04_scene7-camera1.mov
883,AGAIN,bent-B,B-L,bent-B,B-L,ASL_2011_06_14_Brady_scene2-camera1.mov
884,AGAINST,B-L,B-L,B-L,B-L,ASL_2008_02_15_scene26-camera1.mov
885,AGAINST,B-L,B-L,B-L,B-L,ASL_2011_07_19_Brady_scene22-camera1.mov
886,AGAINST,B,B-L,B,B-L,ASL_2006_10_10_scene2-camera1.mov
887,AGAINST,B,B-L,B,B-L,ASL_2007_05_24_scene5-camera1.mov
888,AGE-FIVE,5,,5,,ASL_2011_06_08_Brady_scene5-camera1.mov
889,AGE-FOUR,4,,4,,ASL_2011_06_08_Brady_scene5-camera1.mov
890,AGE-ONE,1,,1,,ASL_2011_06_08_Brady_scene4-camera1.mov
891,AGE-TWO,V,,V,,ASL_2011_06_08_Brady_scene5-camera1.mov
892,AGENT,B-L,B-L,B-L,B-L,ASL_2011_07_19_Brady_scene31-camera1.mov
893,AGGRESSIVE,A,10,A,10,ASL_2008_05_12a_scene8-camera1.mov
894,AGGRESSIVE,A,A,A,A,ASL_2008_08_04_scene9-camera1.mov
895,AGGRESSIVE,10,10,10,10,ASL_2011_06_08_Brady_scene9-camera1.mov
896,AGGRESSIVE,A,A,A,A,ASL_2011_06_08_Brady_scene11-camera1.mov
897,AGGRESSIVE,A,A,A,A,ASL_2008_01_11_scene13-camera1.mov
898,AGREE,1,1,1,1,ASL_2008_05_12a_scene8-camera1.mov
899,AGREE,1,1,1,1,ASL_2008_08_04_scene7-camera1.mov
900,AGREE,1,1,1,1,ASL_2011_06_08_Brady_scene10-camera1.mov
901,AGREE,1,1,1,1,ASL_2006_10_10_scene2-camera1.mov
902,AGREE,1,1,1,1,ASL_2007_05_24_scene5-camera1.mov
41024,THINK+AGREE,1,,1,1,ASL_2008_01_11_scene10-camera1.mov
903,AHEAD,A,A,A,A,ASL_2008_01_11_scene10-camera1.mov
904,AHEAD,10,10,10,10,ASL_2008_01_11_scene41-camera1.mov
905,AHEAD,10,10,10,10,ASL_2011_06_08_Brady_scene19-camera1.mov
906,AHEAD,10,10,10,10,ASL_2011_06_08_Brady_scene21-camera1.mov
907,AHEAD,10,10,10,10,ASL_2007_05_24_scene22-camera1.mov
908,AIR,5,,5,,ASL_2008_05_12a_scene8-camera1.mov
909,AIR-PUMP,S,S,S,S,ASL_2008_02_15_scene52-camera1.mov
910,AIR-PUMP,S,S,S,S,ASL_2011_07_19_Brady_scene46-camera1.mov
912,AIRPLANE,I-L-Y,,I-L-Y,,ASL_2010_08_10_Liz_additional_lexicon_signs_scene8-camera1.mov
913,AIRPLANE,I-L-Y,,I-L-Y,,ASL_2008_01_11_scene10-camera1.mov
915,AIRPLANE,I-L-Y,,I-L-Y,,ASL_2008_08_04_scene8-camera1.mov
916,AIRPLANE,I-L-Y,,I-L-Y,,ASL_2011_06_08_Brady_scene10-camera1.mov
917,AIRPLANE,I-L-Y,,I-L-Y,,ASL_2006_10_10_scene2-camera1.mov
918,AIRPLANE,I-L-Y,,I-L-Y,,ASL_2007_05_24_scene5-camera1.mov
207655,AIRPLANE,bent-L,,bent-L,,ASL_2011_06_08_Brady_scene10-camera1.mov
914,AIRPLANE,I-L-Y,,I-L-Y,,ASL_2008_05_12a_scene9-camera1.mov
39333,AIRPLANE+AGENT,I-L-Y,,B-L,B-L,ASL_2010_08_10_Liz_additional_lexicon_signs_scene8-camera1.mov
39334,AIRPLANE+AGENT,bent-L,,B-L,B-L,ASL_2011_07_19_Brady_scene33-camera1.mov
39335,AIRPLANE+AGENT,I-L-Y,,B-L,B-L,ASL_2008_02_15_scene39-camera1.mov
39336,AIRPLANE+AGENT,bent-L,,B-L,B-L,ASL_2011_06_14_Brady_scene2-camera1.mov
919,ALARM,1,B-L,1,B-L,ASL_2008_01_11_scene10-camera1.mov
920,ALARM,D,B-L,D,B-L,ASL_2008_08_04_scene26-camera1.mov
921,ALARM,1,B-L,1,B-L,ASL_2008_05_12a_scene9-camera1.mov
922,ALARM,1,B-L,1,B-L,ASL_2008_08_04_scene8-camera1.mov
923,ALARM,1,B-L,1,B-L,ASL_2011_06_08_Brady_scene10-camera1.mov
924,ALARM,1,B-L,1,B-L,ASL_2008_05_12a_scene25-camera1.mov
925,ALCOHOL,horns,horns,horns,horns,ASL_2008_02_01_scene51-camera1.mov
926,ALCOHOL,horns,horns,horns,horns,ASL_2008_08_13_session2_scene6-camera1.mov
927,ALCOHOL,horns,horns,horns,horns,ASL_2011_06_14_Brady_scene50-camera1.mov
928,ALCOHOL,horns,horns,horns,horns,ASL_2008_06_10_scene3-camera1.mov
929,ALGEBRA,10,10,10,10,ASL_2010_08_10_Liz_additional_lexicon_signs_scene8-camera1.mov
930,ALGEBRA,A,A,A,A,ASL_2011_06_08_Brady_scene10-camera1.mov
931,ALL,B-L,B-L,B-L,B-L,ASL_2008_01_11_scene11-camera1.mov
932,ALL,B-L,B-L,B-L,B-L,ASL_2008_05_12a_scene9-camera1.mov
933,ALL,B-L,B-L,B-L,B-L,ASL_2008_08_04_scene8-camera1.mov
934,ALL,B-L,B-L,B-L,B-L,ASL_2011_06_08_Brady_scene10-camera1.mov
935,ALL,B-L,B-L,B-L,B-L,ASL_2006_10_10_scene2-camera1.mov
936,ALL,B-L,B-L,B-L,B-L,ASL_2007_05_24_scene5-camera1.mov
937,ALL-AFTERNOON,B,B,B,B,ASL_2008_01_11_scene9-camera1.mov
938,ALL-DAY,B-L,B-L,B-L,B-L,ASL_2008_01_11_scene11-camera1.mov
939,ALL-DAY,B-L,B-L,5,B-L,ASL_2008_05_12a_scene9-camera1.mov
940,ALL-DAY,crvd-B,B-L,B-L,B-L,ASL_2008_08_04_scene8-camera1.mov
941,ALL-DAY,B,B,5,B,ASL_2011_06_08_Brady_scene10-camera1.mov
942,ALL-NIGHT,B,B,B,B,ASL_2008_01_11_scene11-camera1.mov
943,ALL-NIGHT,B-L,B,B-L,B,ASL_2008_08_04_scene8-camera1.mov
944,ALL-NIGHT,B-xd,psv,B-xd,psv,ASL_2011_06_08_Brady_scene10-camera1.mov
947,ALL-NIGHT,B-L,B-L,bent-B-L,bent-B-L,ASL_2008_05_12a_scene9-camera1.mov
945,ALL-NIGHT-AFTER-MIDNIGHT,B-xd,,B-xd,,ASL_2008_02_15_scene4-camera1.mov
946,ALL-NIGHT-AFTER-MIDNIGHT,B-xd,,B-xd,,ASL_2011_07_19_Brady_scene2-camera1.mov
948,ALL-RIGHT,B-L,B-L,B-L,B-L,ASL_2008_01_11_scene11-camera1.mov
949,ALL-RIGHT,B-L,B-L,B-L,B-L,ASL_2011_06_08_Brady_scene10-camera1.mov
950,ALL-RIGHT,B-L,B-L,B-L,B-L,ASL_2006_10_10_scene2-camera1.mov
951,ALL-RIGHT,B-L,B-L,B-L,B-L,ASL_2007_05_24_scene5-camera1.mov
952,ALL-RIGHT,B-L,B-L,B-L,B-L,ASL_2008_05_12a_scene9-camera1.mov
953,ALL-RIGHT,crvd-B,crvd-B,crvd-B,crvd-B,ASL_2008_08_04_scene8-camera1.mov
5361,ALL-RIGHT,B-L,B-L,B-L,B-L,ASL_2008_02_29_scene15-camera1.mov
5362,ALL-RIGHT,B-L,B-L,B-L,B-L,ASL_2011_07_19_Brady_scene60-camera1.mov
957,ALLERGY,1,1,1,1,ASL_2011_06_08_Brady_scene10-camera1.mov
40569,NOSE+OPPOSITE,1,,bent-1,bent-1,ASL_2010_08_10_Liz_additional_lexicon_signs_scene6-camera1.mov
958,ALLIGATOR,crvd-5,crvd-5,crvd-5,crvd-5,ASL_2008_01_11_scene12-camera1.mov
960,ALLIGATOR,crvd-5,crvd-5,crvd-5,crvd-5,ASL_2008_08_04_scene8-camera1.mov
207656,ALLIGATOR,crvd-5,crvd-5,crvd-5,crvd-5,ASL_2011_06_08_Brady_scene10-camera1.mov
961,ALLIGATOR,crvd-5,crvd-5,crvd-5,crvd-5,ASL_2008_05_12a_scene9-camera1.mov
962,ALLOW,B-L,B-L,B-L,B-L,ASL_2008_01_11_scene12-camera1.mov
963,ALLOW,B-L,B-L,B-L,B-L,ASL_2008_02_01_scene47-camera1.mov
964,ALLOW,B-L,B-L,B-L,B-L,ASL_2008_05_12a_scene10-camera1.mov
965,ALLOW,B-L,B-L,B-L,B-L,ASL_2008_05_29b_scene19-camera1.mov
966,ALLOW,B-L,B-L,B-L,B-L,ASL_2008_08_04_scene9-camera1.mov
967,ALLOW,bent-B-L,bent-B-L,B-L,B-L,ASL_2008_08_13_session2_scene2-camera1.mov
968,ALLOW,B-L,B-L,B-L,B-L,ASL_2011_06_08_Brady_scene10-camera1.mov
969,ALLOW,B-L,B-L,B-L,B-L,ASL_2011_06_14_Brady_scene48-camera1.mov
970,ALMOST,B-L,bent-B-L,10,bent-B-L,ASL_2008_05_12a_scene10-camera1.mov
971,ALONE,1,,1,,ASL_2008_02_29_scene32-camera1.mov
972,ALONE,1,,1,,ASL_2008_05_29b_scene9-camera1.mov
973,ALONE,1,,1,,ASL_2011_07_19_Brady_scene83-camera1.mov
974,ALONE,1,,1,,ASL_2006_10_10_scene2-camera1.mov
975,ALONE,1,,1,,ASL_2007_05_24_scene5-camera1.mov
976,ALONE,1,,1,,ASL_2008_02_01_scene35-camera1.mov
977,ALONE,1,,1,,ASL_2008_08_13_scene29-camera1.mov
978,ALONE,1,,1,,ASL_2011_06_14_Brady_scene42-camera1.mov
979,ALSO,1,1,1,1,ASL_2008_01_11_scene22-camera1.mov
207891,ALSO,1,1,1,1,ASL_2011_07_19_Brady_scene71-camera1.mov
981,ALSO,1,1,1,1,ASL_2008_02_29_scene21-camera1.mov
982,ALSO,1,1,1,1,ASL_2008_08_04_scene15-camera1.mov
983,ALSO,1,1,1,1,ASL_2011_06_08_Brady_scene13-camera1.mov
984,ALSO,1,1,1,1,ASL_2008_05_12a_scene15-camera1.mov
985,ALWAYS,1,,1,,ASL_2008_01_11_scene13-camera1.mov
986,ALWAYS,1,,1,,ASL_2008_05_12a_scene10-camera1.mov
987,ALWAYS,1,,1,,ASL_2008_08_04_scene9-camera1.mov
988,ALWAYS,1,,1,,ASL_2011_06_08_Brady_scene11-camera1.mov
39345,ALWAYS+FOREVER_2,1,,Y,,ASL_2008_01_18_scene47-camera1.mov
989,AMAZED,S,S,crvd-sprd-B,crvd-sprd-B,ASL_2011_07_19_Brady_scene80-camera1.mov
478,AMBULANCE,crvd-sprd-B,crvd-sprd-B,crvd-sprd-B,crvd-sprd-B,ASL_2011_06_08_Brady_scene11-camera1.mov
990,AMBULANCE,flat-O,flat-O,flat-O,flat-O,ASL_2010_08_10_Liz_additional_lexicon_signs_scene6-camera1.mov
991,AMONG,1,5,1,5,ASL_2008_01_11_scene13-camera1.mov
992,AMONG,1,5,1,5,ASL_2011_06_08_Brady_scene11-camera1.mov
993,ANALYZE,V,V,crvd-V,crvd-V,ASL_2008_01_11_scene14-camera1.mov
994,ANALYZE,V,V,crvd-V,crvd-V,ASL_2008_05_12a_scene11-camera1.mov
996,ANALYZE,V,V,crvd-V,crvd-V,ASL_2008_08_04_scene10-camera1.mov
995,ANALYZE,V,V,crvd-V,crvd-V,ASL_2011_06_08_Brady_scene11-camera1.mov
997,AND,crvd-sprd-B,,flat-O,,ASL_2008_01_11_scene14-camera1.mov
998,AND,crvd-sprd-B,,flat-O,,ASL_2008_05_12a_scene11-camera1.mov
999,AND,crvd-sprd-B,,flat-O,,ASL_2008_08_04_scene10-camera1.mov
1000,AND,tight-C,,flat-O,,ASL_2011_06_08_Brady_scene11-camera1.mov
1001,AND,crvd-sprd-B,,flat-O,,ASL_2006_01_20_scene22-camera1.mov
207784,ANGEL,bent-B-L,bent-B-L,B-L,B-L,ASL_2011_06_08_Brady_scene11-camera1.mov
1004,ANGEL,bent-B-L,bent-B-L,bent-B-L,bent-B-L,ASL_2008_01_11_scene14-camera1.mov
1005,ANGEL,bent-B-L,bent-B-L,B-L,B-L,ASL_2008_01_18_scene46-camera1.mov
1006,ANGEL,bent-B-L,bent-B-L,bent-B-L,bent-B-L,ASL_2008_05_12a_scene11-camera1.mov
1007,ANGEL,bent-B-L,bent-B-L,B-L,B-L,ASL_2008_08_04_scene10-camera1.mov
1008,ANGEL,crvd-B,crvd-B,B-L,crvd-B,ASL_2008_08_06_scene45-camera1.mov
207785,ANGEL,bent-B,bent-B,B-L,B-L,ASL_2011_06_14_Brady_scene20-camera1.mov
1009,ANGLE,1,L,1,L,ASL_2010_08_10_Liz_additional_lexicon_signs_scene18-camera1.mov
1010,ANGLE,1,L,1,L,ASL_2011_06_08_Brady_scene11-camera1.mov
154,ANGRY,5-C-L,,5-C-L,,ASL_2006_10_10_scene18-camera1.mov
275,ANGRY,5-C-L,5-C-L,5-C-L,5-C-L,ASL_2008_01_11_scene10-camera1.mov
276,ANGRY,5-C-L,5-C-L,5-C-L,5-C-L,ASL_2010_08_10_Liz_additional_lexicon_signs_scene8-camera1.mov
277,ANGRY,5-C-L,5-C-L,5-C-L,5-C-L,ASL_2011_06_08_Brady_scene9-camera1.mov
278,ANGRY,5-C,5-C,5-C,5-C,ASL_2011_07_19_Brady_scene50-camera1.mov
1011,ANIMAL,bent-B-L,bent-B-L,bent-B-L,bent-B-L,ASL_2008_01_11_scene14-camera1.mov
1012,ANIMAL,bent-B-L,bent-B-L,bent-B-L,bent-B-L,ASL_2008_08_04_scene10-camera1.mov
1013,ANIMAL,bent-B-L,bent-B-L,bent-B-L,bent-B-L,ASL_2008_05_12a_scene11-camera1.mov
1014,ANIMAL,bent-B-L,bent-B-L,bent-B-L,bent-B-L,ASL_2011_06_08_Brady_scene11-camera1.mov
1015,ANNOUNCE,1,1,1,1,ASL_2008_05_12a_scene11-camera1.mov
1016,ANNOUNCE,1,1,1,1,ASL_2008_08_04_scene10-camera1.mov
1018,ANNOUNCE,1,1,1,1,ASL_2011_06_08_Brady_scene12-camera1.mov
1017,ANNOUNCE,1,1,1,1,ASL_2008_01_11_scene15-camera1.mov
1019,ANSWER,1,1,1,1,ASL_2008_01_11_scene15-camera1.mov
1020,ANSWER,1,1,1,1,ASL_2008_02_29_scene11-camera1.mov
1021,ANSWER,1,1,1,1,ASL_2008_05_12a_scene11-camera1.mov
1022,ANSWER,1,1,1,1,ASL_2008_08_04_scene10-camera1.mov
1023,ANSWER,1,1,1,1,ASL_2011_06_08_Brady_scene12-camera1.mov
1024,ANSWER,1,1,1,1,ASL_2011_06_08_Brady_scene13-camera1.mov
1026,ANSWER,1,1,1,1,ASL_2011_07_19_Brady_scene56-camera1.mov
1027,ANSWER,1,1,1,1,ASL_2011_07_19_Brady_scene56-camera1.mov
1028,ANSWER,1,1,1,1,ASL_2006_10_10_scene2-camera1.mov
207658,ANSWER,1,1,1,1,ASL_2007_05_24_scene5-camera1.mov
1029,ANSWER,1,1,1,1,ASL_2011_06_08_Brady_scene13-camera1.mov
39347,ANSWER+AGENT,1,1,B-L,B-L,ASL_2011_07_19_Brady_scene56-camera1.mov
1030,ANY,A,,A,,ASL_2008_01_11_scene15-camera1.mov
1031,ANY,10,,A,,ASL_2008_05_12a_scene11-camera1.mov
1032,ANY,A,,A,,ASL_2008_08_04_scene10-camera1.mov
1033,ANY,10,,10,,ASL_2011_06_08_Brady_scene12-camera1.mov
1034,ANY,A,,A,,ASL_2006_10_10_scene2-camera1.mov
1035,ANY,10,,10,,ASL_2007_05_24_scene5-camera1.mov
39363,ANY+ONE,A,,1,,ASL_2008_01_11_scene15-camera1.mov
39364,ANY+ONE,A,,1,,ASL_2008_05_12a_scene12-camera1.mov
39365,ANY+ONE,A,,1,,ASL_2008_08_04_scene12-camera1.mov
39366,ANY+ONE,A,,1,,ASL_2011_06_14_Brady_scene2-camera1.mov
39367,ANY+ONE,A,,1,,ASL_2008_05_29a_scene14-camera1.mov
39368,ANY+THING,A,,5,,ASL_2008_01_11_scene15-camera1.mov
39369,ANY+THING,A,,5,,ASL_2008_05_12a_scene12-camera1.mov
39370,ANY+THING,A,,B-L,,ASL_2008_08_04_scene12-camera1.mov
39371,ANY+THING,A,,5,,ASL_2011_06_14_Brady_scene2-camera1.mov
39372,ANY+WHERE,A,,1,,ASL_2008_01_11_scene16-camera1.mov
39373,ANY+WHERE,A,,1,,ASL_2008_05_12a_scene12-camera1.mov
39374,ANY+WHERE,A,,1,,ASL_2008_08_04_scene12-camera1.mov
39375,ANY+WHERE,10,,1,,ASL_2011_06_14_Brady_scene2-camera1.mov
39376,ANY+WHERE,10,,1,,ASL_2008_05_29a_scene15-camera1.mov
39377,ANY+WHERE,10,,1,,ASL_2011_06_14_Brady_scene14-camera1.mov
1039,ANYWAY/NOT-MATTER,B-L,B-L,crvd-B,crvd-B,ASL_2011_06_08_Brady_scene12-camera1.mov
207820,ANYWAY/NOT-MATTER,B-L,B-L,bent-B-L,B-L,ASL_2010_08_10_Liz_additional_lexicon_signs_scene23-camera1.mov
1037,ANYWAY/NOT-MATTER,B-L,B-L,B-L,B-L,ASL_2008_02_01_scene36-camera1.mov
1038,ANYWAY/NOT-MATTER,B-L,B-L,B-L,B-L,ASL_2008_08_13_scene30-camera1.mov
1040,ANYWAY/NOT-MATTER,B-L,B-L,B-L,B-L,ASL_2008_05_29b_scene10-camera1.mov
1041,APPLAUSE,5,5,5,5,ASL_2008_08_04_scene49-camera1.mov
1042,APPLAUSE,B-L,B-L,B-L,B-L,ASL_2011_07_19_Brady_scene40-camera1.mov
1043,APPLAUSE,B-L,B-L,B-L,B-L,ASL_2008_01_11_scene78-camera1.mov
1044,APPLAUSE,B-L,B-L,B-L,B-L,ASL_2008_02_15_scene46-camera1.mov
1045,APPLAUSE,B-L,B-L,B-L,B-L,ASL_2010_08_10_Liz_additional_lexicon_signs_scene26-camera1.mov
1046,APPLAUSE,B-L,B-L,B-L,B-L,ASL_2011_07_22_Brady_scene50-camera1.mov
1047,APPLAUSE,B-L,B-L,B-L,B-L,ASL_2008_05_12a_scene47-camera1.mov
1048,APPLAUSE,B-L,B-L,B-L,B-L,ASL_2011_06_08_Brady_scene28-camera1.mov
1049,APPLAUSE,B-L,B-L,B-L,B-L,ASL_2011_06_08_Brady_scene29-camera1.mov
651,APPLE,S,,S,,ASL_2006_10_10_scene2-camera1.mov
1050,APPLE,X,,X,,ASL_2008_01_11_scene18-camera1.mov
1051,APPLE,X,,X,,ASL_2008_05_12a_scene12-camera1.mov
1052,APPLE,X,,X,,ASL_2008_08_04_scene12-camera1.mov
1053,APPLE,X,,X,,ASL_2011_06_08_Brady_scene12-camera1.mov
1054,APPLE,X,,X,,ASL_2007_05_24_scene5-camera1.mov
1055,APPLY,V,1,V,1,ASL_2008_01_11_scene18-camera1.mov
1056,APPLY,V,1,V,1,ASL_2008_01_11_scene18-camera1.mov
1057,APPLY,V,1,V,1,ASL_2008_08_04_scene12-camera1.mov
1058,APPLY,V,1,V,1,ASL_2008_08_04_scene12-camera1.mov
1059,APPLY,V,1,V,1,ASL_2011_06_08_Brady_scene12-camera1.mov
1060,APPLY,V,1,V,1,ASL_2011_07_22_Brady_scene37-camera1.mov
1061,APPOINT,S,,S,,ASL_2008_01_11_scene19-camera1.mov
1062,APPOINT,S,,S,,ASL_2008_05_12a_scene12-camera1.mov
1063,APPOINT,S,,S,,ASL_2008_08_04_scene12-camera1.mov
1064,APPOINT,S,,S,,ASL_2011_06_08_Brady_scene12-camera1.mov
424,APPOINTMENT,A,A,A,A,ASL_2008_01_11_scene19-camera1.mov
592,APPOINTMENT,crvd-sprd-B,S,S,S,ASL_2008_02_29_scene12-camera1.mov
593,APPOINTMENT,crvd-5,S,A,S,ASL_2011_06_08_Brady_scene12-camera1.mov
1065,APPOINTMENT,5,5,A,A,ASL_2008_01_11_scene19-camera1.mov
1066,APPOINTMENT,5,crvd-flat-B,S,S,ASL_2008_05_12a_scene13-camera1.mov
1067,APPOINTMENT,5,crvd-5,S,S,ASL_2008_05_12a_scene13-camera1.mov
1068,APPOINTMENT,5,crvd-5,S,S,ASL_2008_08_04_scene13-camera1.mov
1069,APPOINTMENT,crvd-5,crvd-5,S,S,ASL_2008_08_04_scene13-camera1.mov
1070,APPOINTMENT,5,5,A,A,ASL_2011_07_22_Brady_scene37-camera1.mov
1071,APPOINTMENT,5,crvd-5,S,S,ASL_2006_10_10_scene2-camera1.mov
1072,APPOINTMENT,5,5,S,S,ASL_2007_05_24_scene5-camera1.mov
1073,APPROVE,S,B-L,K,B-L,ASL_2008_05_12a_scene13-camera1.mov
1074,APPROVE,S,crvd-B,K,crvd-B,ASL_2008_08_04_scene13-camera1.mov
1075,APPROVE/RATIFY,S,crvd-B,S,crvd-B,ASL_2008_01_11_scene20-camera1.mov
155,AREA,5,,5,,ASL_2006_10_10_scene17-camera1.mov
1076,ARGUE,1,1,1,1,ASL_2008_02_29_scene4-camera1.mov
1077,ARGUE,1,1,1,1,ASL_2008_05_29a_scene20-camera1.mov
1078,ARGUE,1,1,1,1,ASL_2011_07_19_Brady_scene48-camera1.mov
1079,ARM,crvd-B,,crvd-B,,ASL_2008_01_11_scene21-camera1.mov
1080,ARM,crvd-B,,crvd-B,,ASL_2008_05_12a_scene14-camera1.mov
1081,ARM,crvd-B,,crvd-B,,ASL_2008_05_29b_scene18-camera1.mov
1082,ARM,5,,5,,ASL_2008_08_04_scene14-camera1.mov
1083,ARM,crvd-B,,crvd-B,,ASL_2011_06_08_Brady_scene13-camera1.mov
39391,ARM+SHORT-SLEEVE,C,,B-L,psv,ASL_2011_07_19_Brady_scene87-camera1.mov
1084,AROUND,5,,5,,ASL_2008_01_11_scene20-camera1.mov
1086,AROUND,5,,5,,ASL_2008_08_04_scene13-camera1.mov
207930,AROUND,5,,5,,ASL_2011_06_08_Brady_scene12-camera1.mov
1087,AROUND,5,,5,,ASL_2008_05_12a_scene13-camera1.mov
